antiguedad_meses,monto_mensual,soporte_tecnico_clicks,tipo_contrato,metodo_pago,gasto_por_mes,indice_insatisfaccion,score_fidelidad,churn,antiguedad_meses_norm,monto_mensual_norm,soporte_tecnico_clicks_norm
27,259.28,30.0,Bianual,Tarjeta de Crédito,11.5911,30.0,9.9,1,0.2185,0.4984,0.6
33,422.02,31.0,Bianual,Tarjeta de Crédito,12.4124,31.0,13.8,0,0.2689,0.8376,0.62
116,200.28,25.0,Mensual,Pago Manual,1.7118,37.5,73.7,1,0.9664,0.3755,0.5
107,417.05,25.0,Mensual,Débito Automático,3.8616,10.5,72.8,0,0.8908,0.8272,0.5
98,295.55,10.0,Mensual,Tarjeta de Crédito,2.9854,15.0,65.6,0,0.8151,0.574,0.2
12,275.62,7.0,Anual,Tarjeta de Crédito,21.2015,7.0,6.3,1,0.0924,0.5325,0.14
34,334.3,46.0,Anual,Débito Automático,9.5514,46.0,10.0,1,0.2773,0.6548,0.92
105,409.41,42.0,Anual,Tarjeta de Crédito,3.8624,42.0,60.9,1,0.8739,0.8113,0.84
51,318.71,13.0,Mensual,Débito Automático,6.129,19.5,31.8,1,0.4202,0.6223,0.26
104,375.28,23.0,Bianual,Tarjeta de Crédito,3.5741,23.0,65.9,0,0.8655,0.7402,0.46
65,277.19,10.0,Anual,Débito Automático,4.1998,10.0,42.5,1,0.5378,0.5358,0.2
56,91.43,3.0,Anual,Tarjeta de Crédito,1.604,3.0,38.3,0,0.4622,0.1487,0.06
26,253.35,1.0,Mensual,Tarjeta de Crédito,9.3833,1.0,17.9,0,0.2101,0.4861,0.02
52,497.59,40.0,Mensual,Débito Automático,9.3885,60.0,24.4,1,0.4286,0.9951,0.8
119,249.51,38.0,Anual,Débito Automático,2.0792,38.0,71.9,0,0.9916,0.4781,0.76
39,199.88,30.0,Bianual,Pago Manual,4.997,30.0,18.3,1,0.3193,0.3747,0.6
115,452.9,7.0,Anual,Débito Automático,3.9043,7.0,78.4,0,0.958,0.9019,0.14
38,273.79,28.0,Mensual,Débito Automático,7.0203,42.0,18.2,1,0.3109,0.5287,0.56
57,182.0,2.0,Mensual,Tarjeta de Crédito,3.1379,3.0,39.3,1,0.4706,0.3374,0.04
61,468.02,42.0,Bianual,Débito Automático,7.5487,42.0,30.1,1,0.5042,0.9335,0.84
19,121.59,45.0,Mensual,Débito Automático,6.0795,67.5,-0.2,1,0.1513,0.2115,0.9
115,162.84,20.0,Mensual,Tarjeta de Crédito,1.4038,30.0,74.5,0,0.958,0.2975,0.4
40,259.28,46.0,Mensual,Tarjeta de Crédito,1.8727,69.0,14.2,1,0.3277,0.4984,0.92
11,26.11,25.0,Mensual,Pago Manual,2.1758,66.0,-5.5,1,0.084,0.0125,0.5
48,262.62,41.0,Bianual,Pago Manual,5.3596,41.0,21.3,1,0.395,0.5054,0.82
84,74.65,22.0,Anual,Tarjeta de Crédito,0.8782,22.0,52.2,1,0.6975,0.1137,0.44
48,20.1,15.0,Anual,Tarjeta de Crédito,0.4102,15.0,29.1,0,0.395,0.0,0.3
106,238.57,19.0,Bianual,Tarjeta de Crédito,2.2296,19.0,68.5,1,0.8824,0.4553,0.38
40,182.52,31.0,Bianual,Tarjeta de Crédito,4.4517,31.0,18.7,1,0.3277,0.3385,0.62
8,210.1,9.0,Mensual,Débito Automático,23.3444,13.5,2.9,0,0.0588,0.396,0.18
48,416.59,18.0,Mensual,Pago Manual,8.5018,27.0,28.2,0,0.395,0.8263,0.36
58,346.45,48.0,Mensual,Tarjeta de Crédito,5.872,72.0,26.2,1,0.479,0.6801,0.96
81,243.91,2.0,Bianual,Débito Automático,2.9745,2.0,56.1,1,0.6723,0.4664,0.04
94,390.42,17.0,Mensual,Tarjeta de Crédito,4.1097,25.5,60.7,1,0.7815,0.7717,0.34
54,270.71,8.0,Mensual,Débito Automático,4.922,12.0,35.4,1,0.4454,0.5223,0.16
44,35.64,4.0,Bianual,Débito Automático,0.792,4.0,29.6,1,0.3613,0.0324,0.08
24,420.7,38.0,Anual,Pago Manual,16.828,38.0,5.4,1,0.1933,0.8348,0.76
60,397.49,8.0,Mensual,Débito Automático,6.5162,12.0,39.6,1,0.4958,0.7865,0.16
44,295.78,46.0,Anual,Débito Automático,6.5729,46.0,17.0,1,0.3613,0.5745,0.92
108,297.29,11.0,Mensual,Pago Manual,2.7274,16.5,72.3,0,0.8992,0.5777,0.22
21,379.82,32.0,Bianual,Débito Automático,17.2645,32.0,5.1,1,0.1681,0.7497,0.64
23,270.67,21.0,Anual,Pago Manual,11.2779,21.0,9.8,1,0.1849,0.5222,0.42
85,251.1,22.0,Mensual,Débito Automático,2.9198,33.0,52.9,1,0.7059,0.4814,0.44
30,348.91,25.0,Mensual,Tarjeta de Crédito,11.2552,37.5,13.5,1,0.2437,0.6852,0.5
33,348.81,10.0,Bianual,Pago Manual,10.2591,10.0,20.1,0,0.2689,0.685,0.2
61,354.26,7.0,Anual,Tarjeta de Crédito,5.7139,7.0,40.6,0,0.5042,0.6964,0.14
111,20.25,34.0,Mensual,Tarjeta de Crédito,0.1808,51.0,67.5,1,0.9244,0.0003,0.68
80,272.08,25.0,Mensual,Tarjeta de Crédito,3.359,37.5,48.5,0,0.6639,0.5251,0.5
4,78.13,3.0,Mensual,Tarjeta de Crédito,15.626,4.5,1.9,1,0.0252,0.1209,0.06
17,464.74,32.0,Mensual,Débito Automático,25.8189,48.0,2.3,0,0.1345,0.9266,0.64
83,273.23,1.0,Mensual,Débito Automático,3.2527,1.5,57.8,0,0.6891,0.5275,0.02
98,141.72,4.0,Anual,Tarjeta de Crédito,1.4315,4.0,67.4,1,0.8151,0.2535,0.08
80,366.78,26.0,Anual,Tarjeta de Crédito,4.5281,26.0,48.2,1,0.6639,0.7225,0.52
54,413.03,11.0,Mensual,Débito Automático,7.5096,16.5,34.5,0,0.4454,0.8189,0.22
52,46.48,6.0,Mensual,Tarjeta de Crédito,0.877,9.0,34.6,1,0.4286,0.055,0.12
27,420.68,13.0,Mensual,Pago Manual,15.0243,19.5,15.0,0,0.2185,0.8348,0.26
92,338.62,32.0,Anual,Débito Automático,3.6411,32.0,54.8,0,0.7647,0.6638,0.64
37,55.08,23.0,Anual,Pago Manual,1.4495,23.0,19.0,0,0.3025,0.0729,0.46
26,453.69,14.0,Anual,Débito Automático,16.8033,14.0,14.0,0,0.2101,0.9036,0.28
27,119.63,37.0,Anual,Tarjeta de Crédito,4.2725,37.0,7.8,1,0.2185,0.2074,0.74
99,304.54,25.0,Mensual,Pago Manual,3.0454,67.5,55.8,0,0.8235,0.5928,0.5
36,40.98,18.0,Mensual,Tarjeta de Crédito,1.1076,27.0,19.8,0,0.2941,0.0435,0.36
21,371.92,17.0,Bianual,Débito Automático,16.9055,17.0,9.6,1,0.1681,0.7332,0.34
31,50.97,10.0,Mensual,Tarjeta de Crédito,1.5928,15.0,18.7,1,0.2521,0.0643,0.2
2,349.11,25.0,Mensual,Tarjeta de Crédito,116.37,70.5,-12.7,1,0.0084,0.6857,0.5
77,296.66,24.0,Bianual,Débito Automático,3.8033,24.0,46.7,0,0.6387,0.5763,0.48
50,270.86,28.0,Mensual,Débito Automático,5.311,42.0,26.6,1,0.4118,0.5226,0.56
74,329.56,50.0,Mensual,Tarjeta de Crédito,4.3941,75.0,36.8,0,0.6134,0.6449,1.0
29,100.09,19.0,Mensual,Débito Automático,3.3363,28.5,14.6,1,0.2353,0.1667,0.38
38,26.18,24.0,Mensual,Débito Automático,0.6713,36.0,19.4,0,0.3109,0.0127,0.48
83,393.29,26.0,Mensual,Débito Automático,4.682,39.0,50.3,0,0.6891,0.7777,0.52
20,259.28,38.0,Anual,Pago Manual,12.4976,38.0,2.6,1,0.1597,0.4984,0.76
113,404.56,6.0,Mensual,Débito Automático,3.5488,9.0,77.3,0,0.9412,0.8012,0.12
33,269.28,38.0,Anual,Débito Automático,7.92,38.0,11.7,0,0.2689,0.5193,0.76
42,135.22,32.0,Bianual,Débito Automático,3.1447,32.0,19.8,1,0.3445,0.2399,0.64
107,180.78,45.0,Mensual,Pago Manual,1.6739,67.5,61.4,1,0.8908,0.3349,0.9
33,267.72,25.0,Anual,Tarjeta de Crédito,7.8741,25.0,15.6,0,0.2689,0.516,0.5
61,214.81,47.0,Anual,Tarjeta de Crédito,3.4647,47.0,28.6,1,0.5042,0.4058,0.94
114,426.9,19.0,Mensual,Tarjeta de Crédito,3.7122,28.5,74.1,0,0.9496,0.8478,0.38
114,182.51,36.0,Mensual,Pago Manual,1.587,36.0,69.0,0,0.9496,0.3385,0.72
41,70.6,42.0,Mensual,Tarjeta de Crédito,1.681,63.0,16.1,1,0.3361,0.1052,0.84
10,286.18,24.0,Anual,Tarjeta de Crédito,26.0164,24.0,-0.2,0,0.0756,0.5545,0.48
69,126.39,0.0,Anual,Débito Automático,1.8056,0.0,48.3,0,0.5714,0.2215,0.0
92,395.46,18.0,Anual,Tarjeta de Crédito,4.2523,18.0,59.0,0,0.7647,0.7822,0.36
72,267.79,20.0,Mensual,Débito Automático,3.6684,30.0,44.4,1,0.5966,0.5162,0.4
77,477.41,28.0,Mensual,Pago Manual,6.1206,42.0,45.5,0,0.6387,0.953,0.56
6,335.93,29.0,Mensual,Pago Manual,47.99,43.5,-4.5,0,0.042,0.6582,0.58
106,90.91,23.0,Mensual,Tarjeta de Crédito,0.8496,34.5,67.3,0,0.8824,0.1476,0.46
20,416.89,44.0,Mensual,Débito Automático,19.8519,66.0,0.8,1,0.1597,0.8269,0.88
106,92.92,45.0,Mensual,Tarjeta de Crédito,0.8684,67.5,60.7,1,0.8824,0.1518,0.9
50,37.66,45.0,Mensual,Tarjeta de Crédito,0.7384,45.0,21.5,1,0.4118,0.0366,0.9
105,74.38,42.0,Bianual,Pago Manual,0.7017,42.0,60.9,1,0.8739,0.1131,0.84
114,295.72,0.0,Mensual,Débito Automático,2.5715,0.0,79.8,0,0.9496,0.5744,0.0
109,280.07,1.0,Anual,Pago Manual,2.5461,1.0,76.0,1,0.9076,0.5418,0.02
111,274.07,33.0,Anual,Tarjeta de Crédito,2.4471,33.0,67.8,1,0.9244,0.5293,0.66
36,258.23,33.0,Anual,Pago Manual,6.9792,33.0,15.3,1,0.2941,0.4963,0.66
74,66.75,21.0,Bianual,Débito Automático,0.89,21.0,45.5,1,0.6134,0.0972,0.42
65,476.64,14.0,Anual,Débito Automático,7.2218,14.0,41.3,0,0.5378,0.9514,0.28
120,338.12,15.0,Anual,Débito Automático,2.7944,15.0,79.5,1,1.0,0.6627,0.3
102,53.17,5.0,Mensual,Débito Automático,0.5162,7.5,69.9,1,0.8487,0.0689,0.1
105,346.21,48.0,Bianual,Débito Automático,3.2661,48.0,59.1,1,0.8739,0.6796,0.96
43,491.77,25.0,Mensual,Débito Automático,11.1766,12.0,27.7,1,0.3529,0.983,0.5
118,459.14,36.0,Bianual,Pago Manual,3.8583,36.0,71.8,1,0.9832,0.915,0.72
74,117.34,29.0,Anual,Pago Manual,1.5645,29.0,43.1,1,0.6134,0.2026,0.58
119,188.86,25.0,Mensual,Tarjeta de Crédito,1.5738,37.5,75.8,0,0.9916,0.3517,0.5
106,43.19,27.0,Mensual,Tarjeta de Crédito,0.4036,40.5,66.1,1,0.8824,0.0481,0.54
73,117.2,45.0,Anual,Débito Automático,1.5838,45.0,37.6,0,0.605,0.2024,0.9
23,259.28,25.0,Anual,Tarjeta de Crédito,4.48,20.0,10.1,0,0.1849,0.4984,0.5
56,254.04,19.0,Mensual,Tarjeta de Crédito,4.4568,28.5,33.5,1,0.4622,0.4875,0.38
7,230.45,25.0,Mensual,Tarjeta de Crédito,28.8062,75.0,-10.1,1,0.0504,0.4384,0.5
20,83.55,25.0,Bianual,Débito Automático,3.9786,23.0,7.1,1,0.1597,0.1322,0.5
85,454.07,20.0,Bianual,Pago Manual,5.2799,20.0,53.5,0,0.7059,0.9044,0.4
87,221.32,17.0,Bianual,Tarjeta de Crédito,2.515,17.0,55.8,0,0.7227,0.4193,0.34
63,103.83,19.0,Mensual,Pago Manual,1.6223,28.5,38.4,1,0.521,0.1745,0.38
55,46.95,20.0,Mensual,Tarjeta de Crédito,0.8384,30.0,32.5,1,0.4538,0.056,0.4
68,350.89,40.0,Anual,Débito Automático,5.0854,40.0,35.6,1,0.563,0.6894,0.8
111,465.08,14.0,Anual,Pago Manual,4.1525,14.0,73.5,0,0.9244,0.9273,0.28
23,35.26,35.0,Anual,Débito Automático,1.4692,35.0,5.6,1,0.1849,0.0316,0.7
18,353.48,35.0,Anual,Débito Automático,18.6042,35.0,2.1,0,0.1429,0.6948,0.7
60,90.19,30.0,Mensual,Pago Manual,1.4785,45.0,33.0,1,0.4958,0.1461,0.6
117,458.29,24.0,Anual,Tarjeta de Crédito,3.8838,24.0,74.7,0,0.9748,0.9132,0.48
103,259.28,21.0,Bianual,Débito Automático,1.8174,21.0,65.8,0,0.8571,0.4984,0.42
120,481.79,4.0,Mensual,Tarjeta de Crédito,3.9817,6.0,82.8,0,1.0,0.9622,0.08
92,336.62,28.0,Mensual,Débito Automático,3.6196,42.0,56.0,1,0.7647,0.6596,0.56
37,70.94,40.0,Mensual,Tarjeta de Crédito,1.8668,60.0,13.9,1,0.3025,0.1059,0.8
119,146.08,44.0,Anual,Débito Automático,1.2173,44.0,70.1,0,0.9916,0.2625,0.88
13,181.13,49.0,Mensual,Pago Manual,12.9379,73.5,-5.6,1,0.1008,0.3356,0.98
77,302.04,13.0,Bianual,Débito Automático,3.8723,13.0,50.0,1,0.6387,0.5876,0.26
78,77.6,29.0,Mensual,Débito Automático,0.9823,43.5,45.9,0,0.6471,0.1198,0.58
85,36.52,38.0,Mensual,Tarjeta de Crédito,0.4247,57.0,48.1,0,0.7059,0.0342,0.76
117,347.38,16.0,Anual,Tarjeta de Crédito,2.9439,16.0,77.1,0,0.9748,0.682,0.32
84,62.8,17.0,Mensual,Tarjeta de Crédito,0.7388,25.5,53.7,1,0.6975,0.089,0.34
20,160.12,20.0,Bianual,Débito Automático,7.6248,20.0,8.0,0,0.1597,0.2918,0.4
111,426.76,22.0,Bianual,Débito Automático,3.8104,22.0,71.1,0,0.9244,0.8475,0.44
7,175.35,27.0,Anual,Débito Automático,21.9188,27.0,-3.2,1,0.0504,0.3235,0.54
68,372.47,36.0,Anual,Tarjeta de Crédito,5.3981,36.0,36.8,1,0.563,0.7343,0.72
116,219.69,14.0,Mensual,Tarjeta de Crédito,1.8777,21.0,77.0,0,0.9664,0.4159,0.28
58,259.28,32.0,Anual,Tarjeta de Crédito,2.7925,32.0,31.0,1,0.479,0.4984,0.64
63,459.62,22.0,Bianual,Débito Automático,7.1816,22.0,37.5,0,0.521,0.916,0.44
51,298.5,23.0,Bianual,Tarjeta de Crédito,5.7404,23.0,28.8,1,0.4202,0.5802,0.46
84,259.28,34.0,Anual,Tarjeta de Crédito,0.6798,34.0,48.6,1,0.6975,0.4984,0.68
43,330.38,0.0,Anual,Pago Manual,7.5086,0.0,30.1,0,0.3529,0.6466,0.0
82,139.05,2.0,Mensual,Tarjeta de Crédito,1.6753,3.0,56.8,0,0.6807,0.2479,0.04
19,92.79,11.0,Mensual,Débito Automático,4.6395,16.5,10.0,0,0.1513,0.1515,0.22
86,428.08,8.0,Anual,Pago Manual,4.9205,8.0,57.8,0,0.7143,0.8502,0.16
4,31.22,22.0,Mensual,Débito Automático,6.244,33.0,-3.8,0,0.0252,0.0232,0.44
2,466.48,11.0,Mensual,Débito Automático,155.4933,16.5,-1.9,0,0.0084,0.9302,0.22
104,441.46,25.0,Bianual,Pago Manual,4.2044,25.0,65.3,1,0.8655,0.8781,0.5
75,346.39,41.0,Mensual,Tarjeta de Crédito,4.5578,61.5,40.2,1,0.6218,0.68,0.82
11,58.92,4.0,Anual,Débito Automático,4.91,4.0,6.5,1,0.084,0.0809,0.08
18,304.39,23.0,Mensual,Pago Manual,16.0205,34.5,5.7,1,0.1429,0.5925,0.46
90,320.84,42.0,Mensual,Pago Manual,3.5257,63.0,50.4,0,0.7479,0.6267,0.84
74,178.57,50.0,Bianual,Pago Manual,2.3809,50.0,36.8,0,0.6134,0.3302,1.0
31,391.98,39.0,Anual,Tarjeta de Crédito,12.2494,39.0,10.0,1,0.2521,0.775,0.78
28,58.03,41.0,Mensual,Débito Automático,2.001,61.5,7.3,1,0.2269,0.079,0.82
12,354.14,34.0,Mensual,Débito Automático,27.2415,51.0,-1.8,1,0.0924,0.6961,0.68
47,485.17,2.0,Mensual,Tarjeta de Crédito,10.1077,3.0,32.3,0,0.3866,0.9692,0.04
51,295.26,19.0,Anual,Pago Manual,5.6781,19.0,30.0,1,0.4202,0.5734,0.38
101,433.71,42.0,Mensual,Tarjeta de Crédito,4.2521,63.0,58.1,1,0.8403,0.862,0.84
50,290.04,39.0,Anual,Tarjeta de Crédito,5.6871,39.0,23.3,1,0.4118,0.5626,0.78
5,465.11,47.0,Anual,Pago Manual,77.5183,47.0,-10.6,1,0.0336,0.9274,0.94
33,412.27,25.0,Anual,Débito Automático,12.1256,2.0,22.5,1,0.2689,0.8173,0.5
99,245.79,37.0,Mensual,Tarjeta de Crédito,2.4579,55.5,58.2,0,0.8235,0.4703,0.74
26,76.75,14.0,Mensual,Débito Automático,2.8426,21.0,14.0,1,0.2101,0.1181,0.28
109,259.28,16.0,Mensual,Débito Automático,4.481,24.0,71.5,0,0.9076,0.4984,0.32
35,123.28,37.0,Anual,Débito Automático,3.4244,37.0,13.4,0,0.2857,0.215,0.74
64,456.64,47.0,Anual,Tarjeta de Crédito,7.0252,47.0,30.7,1,0.5294,0.9097,0.94
107,141.19,7.0,Mensual,Pago Manual,1.3073,10.5,72.8,1,0.8908,0.2523,0.14
119,399.1,30.0,Anual,Tarjeta de Crédito,3.3258,30.0,74.3,1,0.9916,0.7898,0.6
56,150.66,34.0,Bianual,Tarjeta de Crédito,2.6432,34.0,29.0,1,0.4622,0.2721,0.68
94,258.58,34.0,Anual,Débito Automático,2.7219,34.0,55.6,0,0.7815,0.497,0.68
117,273.15,31.0,Mensual,Pago Manual,2.3148,46.5,72.6,1,0.9748,0.5274,0.62
24,250.8,36.0,Anual,Tarjeta de Crédito,10.032,36.0,6.0,0,0.1933,0.4808,0.72
74,233.19,33.0,Bianual,Débito Automático,3.1092,33.0,41.9,0,0.6134,0.4441,0.66
119,60.71,4.0,Anual,Tarjeta de Crédito,0.5059,4.0,82.1,0,0.9916,0.0846,0.08
17,497.51,38.0,Bianual,Débito Automático,27.6394,38.0,0.5,0,0.1345,0.9949,0.76
119,40.65,20.0,Anual,Débito Automático,0.3388,20.0,77.3,1,0.9916,0.0428,0.4
15,276.68,21.0,Mensual,Tarjeta de Crédito,17.2925,31.5,4.2,1,0.1176,0.5347,0.42
67,40.69,22.0,Mensual,Pago Manual,0.5984,33.0,40.3,1,0.5546,0.0429,0.44
62,194.05,17.0,Mensual,Tarjeta de Crédito,3.0802,25.5,38.3,1,0.5126,0.3625,0.34
56,436.32,47.0,Mensual,Pago Manual,7.6547,70.5,25.1,1,0.4622,0.8674,0.94
46,97.1,1.0,Anual,Tarjeta de Crédito,2.066,1.0,31.9,1,0.3782,0.1605,0.02
120,41.54,25.0,Mensual,Débito Automático,0.3433,28.5,78.3,0,1.0,0.0447,0.5
2,432.98,13.0,Anual,Tarjeta de Crédito,144.3267,13.0,-2.5,1,0.0084,0.8604,0.26
79,485.54,45.0,Bianual,Débito Automático,6.0692,45.0,41.8,1,0.6555,0.97,0.9
96,298.47,41.0,Mensual,Pago Manual,3.077,61.5,54.9,0,0.7983,0.5801,0.82
66,247.86,36.0,Mensual,Débito Automático,3.6994,54.0,35.4,1,0.5462,0.4746,0.72
42,425.38,25.0,Anual,Pago Manual,9.8926,25.0,21.9,0,0.3445,0.8446,0.5
61,110.87,23.0,Mensual,Tarjeta de Crédito,1.7882,34.5,35.8,1,0.5042,0.1892,0.46
52,338.25,11.0,Mensual,Débito Automático,6.3821,16.5,33.1,1,0.4286,0.663,0.22
20,437.28,45.0,Anual,Tarjeta de Crédito,20.8229,45.0,0.5,0,0.1597,0.8694,0.9
43,400.86,48.0,Mensual,Pago Manual,9.1105,72.0,15.7,1,0.3529,0.7935,0.96
116,210.87,37.0,Anual,Débito Automático,1.8023,37.0,70.1,1,0.9664,0.3976,0.74
51,494.85,3.0,Mensual,Pago Manual,9.5163,4.5,34.8,0,0.4202,0.9894,0.06
100,434.83,25.0,Mensual,Tarjeta de Crédito,4.3052,37.5,62.5,0,0.8319,0.8643,0.5
43,305.65,5.0,Mensual,Débito Automático,6.9466,7.5,28.6,1,0.3529,0.5951,0.1
82,107.04,45.0,Anual,Débito Automático,1.2896,45.0,43.9,0,0.6807,0.1812,0.9
28,328.72,24.0,Bianual,Tarjeta de Crédito,11.3352,24.0,12.4,1,0.2269,0.6432,0.48
102,166.24,10.0,Mensual,Pago Manual,1.614,15.0,68.4,0,0.8487,0.3046,0.2
100,246.56,17.0,Mensual,Débito Automático,2.4412,25.5,64.9,1,0.8319,0.4719,0.34
23,331.95,12.0,Bianual,Débito Automático,13.8312,12.0,12.5,1,0.1849,0.6499,0.24
53,259.28,38.0,Anual,Tarjeta de Crédito,7.7715,38.0,25.7,1,0.437,0.4984,0.76
80,259.28,25.0,Bianual,Pago Manual,1.1035,40.0,44.0,1,0.6639,0.4984,0.5
1,182.92,8.0,Mensual,Débito Automático,91.46,12.0,-1.7,1,0.0,0.3393,0.16
56,59.95,38.0,Mensual,Tarjeta de Crédito,1.0518,57.0,27.8,1,0.4622,0.083,0.76
31,146.61,17.0,Anual,Débito Automático,4.5816,17.0,16.6,0,0.2521,0.2636,0.34
21,310.06,36.0,Mensual,Pago Manual,14.0936,54.0,3.9,0,0.1681,0.6043,0.72
33,207.87,23.0,Mensual,Tarjeta de Crédito,6.1138,34.5,16.2,0,0.2689,0.3913,0.46
76,331.19,27.0,Anual,Tarjeta de Crédito,4.3012,27.0,45.1,1,0.6303,0.6483,0.54
2,430.6,26.0,Mensual,Tarjeta de Crédito,143.5333,39.0,-6.4,1,0.0084,0.8555,0.52
52,315.95,13.0,Mensual,Pago Manual,5.9613,19.5,32.5,0,0.4286,0.6165,0.26
110,309.78,23.0,Bianual,Débito Automático,2.7908,23.0,70.1,0,0.916,0.6037,0.46
49,432.74,39.0,Anual,Débito Automático,8.6548,39.0,22.6,0,0.4034,0.8599,0.78
62,382.46,5.0,Anual,Pago Manual,6.0708,5.0,41.9,1,0.5126,0.7552,0.1
27,278.79,3.0,Anual,Tarjeta de Crédito,9.9568,3.0,18.0,1,0.2185,0.5391,0.06
77,267.55,34.0,Bianual,Débito Automático,3.4301,34.0,43.7,1,0.6387,0.5157,0.68
75,185.66,25.0,Mensual,Débito Automático,2.4429,55.5,41.4,0,0.6218,0.345,0.5
65,382.96,50.0,Anual,Tarjeta de Crédito,5.8024,50.0,30.5,1,0.5378,0.7562,1.0
21,259.28,4.0,Mensual,Tarjeta de Crédito,5.3336,6.0,13.5,0,0.1681,0.4984,0.08
28,98.05,42.0,Mensual,Tarjeta de Crédito,3.381,63.0,7.0,0,0.2269,0.1624,0.84
107,464.0,16.0,Mensual,Tarjeta de Crédito,4.2963,24.0,70.1,0,0.8908,0.9251,0.32
31,388.99,6.0,Bianual,Débito Automático,12.1559,6.0,19.9,0,0.2521,0.7688,0.12
67,135.36,39.0,Bianual,Pago Manual,1.9906,39.0,35.2,1,0.5546,0.2402,0.78
46,457.36,34.0,Mensual,Tarjeta de Crédito,9.7311,51.0,22.0,1,0.3782,0.9112,0.68
75,40.7,41.0,Mensual,Débito Automático,0.5355,61.5,40.2,0,0.6218,0.0429,0.82
76,354.24,4.0,Mensual,Débito Automático,4.6005,6.0,52.0,1,0.6303,0.6963,0.08
95,149.2,23.0,Mensual,Tarjeta de Crédito,1.5542,34.5,59.6,0,0.7899,0.269,0.46
42,136.29,30.0,Anual,Pago Manual,3.1695,30.0,20.4,1,0.3445,0.2421,0.6
44,26.68,44.0,Bianual,Pago Manual,0.5929,44.0,17.6,1,0.3613,0.0137,0.88
108,266.17,1.0,Anual,Pago Manual,2.4419,1.0,75.3,0,0.8992,0.5128,0.02
14,171.12,32.0,Mensual,Débito Automático,11.408,48.0,0.2,1,0.1092,0.3147,0.64
19,448.94,28.0,Mensual,Tarjeta de Crédito,22.447,42.0,4.9,1,0.1513,0.8937,0.56
94,73.17,25.0,Mensual,Débito Automático,0.7702,31.5,59.5,1,0.7815,0.1106,0.5
58,259.28,50.0,Anual,Tarjeta de Crédito,0.9254,50.0,25.6,0,0.479,0.4984,1.0
118,293.24,29.0,Bianual,Débito Automático,2.4642,29.0,73.9,0,0.9832,0.5692,0.58
70,424.61,16.0,Mensual,Débito Automático,5.9804,24.0,44.2,0,0.5798,0.843,0.32
2,339.17,42.0,Anual,Débito Automático,113.0567,42.0,-11.2,0,0.0084,0.6649,0.84
14,216.87,13.0,Anual,Tarjeta de Crédito,14.458,13.0,5.9,1,0.1092,0.4101,0.26
59,475.06,15.0,Anual,Tarjeta de Crédito,7.9177,15.0,36.8,1,0.4874,0.9481,0.3
88,251.1,43.0,Bianual,Pago Manual,2.8213,43.0,48.7,1,0.7311,0.4814,0.86
99,395.83,22.0,Anual,Pago Manual,3.9583,22.0,62.7,0,0.8235,0.783,0.44
7,436.86,10.0,Anual,Tarjeta de Crédito,54.6075,10.0,1.9,1,0.0504,0.8685,0.2
29,436.97,25.0,Mensual,Débito Automático,14.5657,37.5,12.8,0,0.2353,0.8688,0.5
34,62.09,8.0,Mensual,Débito Automático,1.774,12.0,21.4,0,0.2773,0.0875,0.16
79,353.33,22.0,Anual,Tarjeta de Crédito,4.4166,22.0,48.7,1,0.6555,0.6944,0.44
27,397.95,17.0,Bianual,Débito Automático,14.2125,17.0,13.8,1,0.2185,0.7874,0.34
6,83.08,49.0,Mensual,Pago Manual,11.8686,73.5,-10.5,1,0.042,0.1312,0.98
28,122.72,41.0,Mensual,Pago Manual,4.2317,61.5,7.3,1,0.2269,0.2139,0.82
50,98.35,49.0,Mensual,Débito Automático,1.9284,73.5,20.3,1,0.4118,0.1631,0.98
19,433.51,3.0,Bianual,Débito Automático,21.6755,3.0,12.4,0,0.1513,0.8615,0.06
91,341.26,47.0,Anual,Débito Automático,3.7093,47.0,49.6,1,0.7563,0.6693,0.94
40,259.28,25.0,Mensual,Pago Manual,1.7895,72.0,13.6,0,0.3277,0.4984,0.5
26,341.65,42.0,Mensual,Tarjeta de Crédito,12.6537,63.0,5.6,1,0.2101,0.6701,0.84
36,254.72,26.0,Bianual,Débito Automático,6.8843,26.0,17.4,1,0.2941,0.4889,0.52
98,455.57,46.0,Mensual,Pago Manual,4.6017,69.0,54.8,0,0.8151,0.9075,0.92
18,212.08,26.0,Bianual,Tarjeta de Crédito,11.1621,26.0,4.8,0,0.1429,0.4001,0.52
6,41.69,14.0,Bianual,Tarjeta de Crédito,5.9557,14.0,-0.0,0,0.042,0.045,0.28
105,244.59,45.0,Mensual,Tarjeta de Crédito,2.3075,45.0,60.0,1,0.8739,0.4678,0.9
93,290.48,43.0,Anual,Pago Manual,3.0902,43.0,52.2,1,0.7731,0.5635,0.86
46,109.05,9.0,Anual,Tarjeta de Crédito,2.3202,9.0,29.5,1,0.3782,0.1854,0.18
120,259.28,10.0,Mensual,Tarjeta de Crédito,0.4174,15.0,81.0,1,1.0,0.4984,0.2
40,273.08,5.0,Mensual,Débito Automático,6.6605,7.5,26.5,1,0.3277,0.5272,0.1
7,95.54,21.0,Bianual,Débito Automático,11.9425,21.0,-1.4,1,0.0504,0.1572,0.42
49,141.87,15.0,Mensual,Pago Manual,2.8374,22.5,29.8,0,0.4034,0.2538,0.3
40,252.34,40.0,Mensual,Tarjeta de Crédito,6.1546,60.0,16.0,0,0.3277,0.484,0.8
